cell_id,latitude,longitude,land_cover_type,vegetation_density,forest_percentage,water_percentage,urban_percentage
LC04120,19.852861,74.423057,Grassland,0.09,8.0,7.4,2.9
LC04121,19.949013,74.438322,Water Body,0.688,10.3,76.9,2.2
LC04122,19.844283,74.535381,Agricultural Land,0.536,3.1,3.2,6.9
LC04123,19.912673,74.508855,Wetland,0.427,0.6,21.5,11.0
LC04124,19.886238,74.484851,Agricultural Land,0.388,8.7,5.4,14.1
LC04125,19.832044,74.590329,Wetland,0.089,5.8,23.1,10.1
LC04126,19.81604,74.522692,Agricultural Land,0.872,12.7,2.6,6.8
LC04127,19.891185,74.558587,Agricultural Land,0.298,19.5,5.0,14.8
LC04128,19.8543,74.563621,Forest/Grove,0.482,59.6,7.3,11.4
LC04129,19.889868,74.373844,Agricultural Land,0.689,10.7,1.0,12.6
LC04130,19.827124,74.390347,Water Body,0.54,2.7,77.4,9.0
LC04131,19.885861,74.380074,Agricultural Land,0.318,13.1,6.6,3.0
LC04132,19.822985,74.52472,Barren/Fallow,0.3,16.6,1.2,7.3
LC04133,19.868813,74.410873,Agricultural Land,0.393,15.2,2.3,14.6
LC04134,19.928764,74.596514,Forest/Grove,0.214,74.6,6.6,12.5
LC04135,19.824243,74.396189,Forest/Grove,0.32,66.2,4.5,1.7
LC04136,19.803399,74.573753,Urban/Built-up,0.379,2.3,7.2,53.1
LC04137,19.832947,74.561226,Barren/Fallow,0.435,8.3,0.4,9.3
LC04138,19.90343,74.563624,Forest/Grove,0.279,41.6,6.9,13.4
LC04139,19.849148,74.395788,Barren/Fallow,0.314,17.2,0.4,7.2
LC04140,19.944131,74.506319,Agricultural Land,0.464,4.2,7.3,7.5
LC04141,19.891906,74.475596,Wetland,0.632,14.8,52.8,10.6
LC04142,19.904427,74.464585,Agricultural Land,0.705,0.6,3.9,2.1
LC04143,19.8352,74.446569,Wetland,0.155,16.5,24.2,2.2
LC04144,19.926773,74.431693,Urban/Built-up,0.385,5.1,2.4,92.8
LC04145,19.823003,74.383253,Urban/Built-up,0.336,5.4,5.7,77.6
LC04146,19.919218,74.521596,Agricultural Land,0.327,10.5,4.7,0.1
LC04147,19.872772,74.460666,Agricultural Land,0.623,14.4,4.6,10.7
LC04148,19.881779,74.54276,Agricultural Land,0.264,11.5,5.7,6.9
LC04149,19.830675,74.531188,Barren/Fallow,0.597,7.1,2.5,13.5
LC04150,19.830286,74.384127,Urban/Built-up,0.462,14.7,3.3,80.2
LC04151,19.823907,74.578178,Agricultural Land,0.311,15.3,7.7,9.1
LC04152,19.862836,74.480927,Forest/Grove,0.325,84.9,6.5,10.3
LC04153,19.85007,74.509732,Agricultural Land,0.744,2.4,7.5,9.7
LC04154,19.892873,74.432621,Agricultural Land,0.572,9.5,6.2,1.7
LC04155,19.901711,74.567033,Agricultural Land,0.049,9.9,7.3,3.4
LC04156,19.873478,74.566851,Wetland,0.538,8.4,47.6,7.3
LC04157,19.839066,74.515829,Agricultural Land,0.741,13.3,0.8,0.9
LC04158,19.826578,74.514913,Agricultural Land,0.678,15.0,2.0,13.3
LC04159,19.936238,74.570077,Barren/Fallow,0.19,1.7,5.4,3.1
LC04160,19.932742,74.379341,Barren/Fallow,0.91,19.6,5.1,9.8
LC04161,19.945433,74.508998,Agricultural Land,0.209,1.6,7.1,2.8
LC04162,19.936474,74.436437,Agricultural Land,0.824,16.5,5.0,13.4
LC04163,19.815902,74.428667,Agricultural Land,0.389,3.0,0.1,2.5
LC04164,19.94105,74.465807,Agricultural Land,0.388,14.4,5.3,11.1
LC04165,19.914616,74.424095,Agricultural Land,0.84,6.3,4.8,3.8
LC04166,19.936787,74.393282,Agricultural Land,0.506,2.5,3.6,2.2
LC04167,19.897108,74.440441,Grassland,0.266,2.2,6.5,7.0
LC04168,19.845774,74.503608,Agricultural Land,0.487,16.4,7.5,6.0
LC04169,19.947891,74.535482,Agricultural Land,0.244,6.7,7.6,3.3
LC04170,19.928268,74.453188,Grassland,0.721,9.8,1.6,2.2
LC04171,19.819226,74.392091,Urban/Built-up,0.459,14.8,1.1,92.9
LC04172,19.850052,74.488687,Agricultural Land,0.617,10.8,1.5,2.7
LC04173,19.884827,74.576655,Agricultural Land,0.179,15.9,1.6,4.8
LC04174,19.879446,74.548122,Urban/Built-up,0.14,2.4,7.2,98.9
LC04175,19.939306,74.585761,Agricultural Land,0.338,2.2,3.2,2.0
LC04176,19.810453,74.406548,Forest/Grove,0.316,51.7,1.5,12.0
LC04177,19.80386,74.375252,Urban/Built-up,0.771,11.3,1.0,92.5
LC04178,19.942996,74.526615,Forest/Grove,0.86,93.3,1.4,4.9
LC04179,19.813174,74.371286,Forest/Grove,0.494,82.5,5.3,1.7
LC04180,19.825438,74.590043,Agricultural Land,0.604,4.1,0.3,12.7
LC04181,19.946521,74.423077,Forest/Grove,0.264,43.2,2.0,12.7
LC04182,19.844454,74.418036,Urban/Built-up,0.279,0.5,6.2,65.0
LC04183,19.838448,74.448859,Agricultural Land,0.535,12.7,5.4,7.1
LC04184,19.80296,74.417757,Agricultural Land,0.815,5.4,6.8,9.5
LC04185,19.808046,74.351326,Agricultural Land,0.706,3.2,0.4,1.0
LC04186,19.872733,74.5186,Grassland,0.653,7.4,2.8,8.4
LC04187,19.835999,74.439454,Agricultural Land,0.276,6.9,1.0,4.5
LC04188,19.908236,74.595889,Forest/Grove,0.555,49.0,0.4,4.3
LC04189,19.86097,74.479398,Grassland,0.327,13.6,6.8,3.3
LC04190,19.858028,74.512095,Water Body,0.235,1.3,77.4,0.2
LC04191,19.936043,74.376327,Barren/Fallow,0.631,15.4,3.9,9.5
LC04192,19.946219,74.372205,Forest/Grove,0.502,60.3,4.8,5.8
LC04193,19.86235,74.571278,Forest/Grove,0.363,82.6,7.8,9.8
LC04194,19.944947,74.55052,Agricultural Land,0.646,13.9,2.6,5.7
LC04195,19.815944,74.368091,Agricultural Land,0.46,19.5,5.5,10.8
LC04196,19.906922,74.536037,Water Body,0.644,4.9,84.1,9.2
LC04197,19.915568,74.376373,Barren/Fallow,0.305,4.5,6.6,0.5
LC04198,19.907253,74.483922,Water Body,0.872,4.8,77.3,13.7
LC04199,19.857239,74.548691,Barren/Fallow,0.815,3.6,2.4,11.2
LC04200,19.913935,74.488384,Agricultural Land,0.962,15.5,6.7,13.5
LC04201,19.820391,74.369507,Agricultural Land,0.274,5.5,3.2,6.4
LC04202,19.926904,74.447019,Grassland,0.22,15.0,0.6,4.9
LC04203,19.810293,74.495995,Urban/Built-up,0.199,12.6,1.8,79.6
LC04204,19.829866,74.548481,Barren/Fallow,0.459,0.4,3.2,8.1
LC04205,19.93172,74.350165,Agricultural Land,0.722,17.9,3.7,11.8
LC04206,19.858445,74.371459,Agricultural Land,0.623,5.8,1.1,7.5
LC04207,19.920733,74.421855,Water Body,0.687,16.3,90.7,11.7
LC04208,19.88043,74.390874,Forest/Grove,0.343,43.9,0.4,15.0
LC04209,19.802161,74.511414,Grassland,0.967,16.1,0.6,7.9
LC04210,19.88157,74.439066,Grassland,0.571,5.6,4.8,12.5
LC04211,19.911027,74.428166,Agricultural Land,0.463,14.4,5.2,5.2
LC04212,19.872487,74.494603,Agricultural Land,0.396,8.3,7.8,10.2
LC04213,19.863019,74.577677,Wetland,0.621,2.3,48.2,13.5
LC04214,19.927904,74.41492,Barren/Fallow,0.654,6.8,4.1,10.7
LC04215,19.804784,74.578738,Agricultural Land,0.504,18.5,7.2,3.9
LC04216,19.931214,74.363029,Grassland,0.582,8.8,7.8,6.2
LC04217,19.800339,74.545121,Agricultural Land,0.405,3.2,0.5,11.8
LC04218,19.888203,74.595001,Wetland,0.275,19.5,42.6,8.8
LC04219,19.859118,74.549962,Urban/Built-up,0.818,3.5,3.1,72.3
LC04220,19.84978,74.384851,Barren/Fallow,0.176,18.5,1.6,14.2
LC04221,19.89874,74.454405,Agricultural Land,0.683,0.4,4.4,7.6
LC04222,19.883049,74.43124,Grassland,0.552,9.4,6.3,5.9
LC04223,19.943069,74.482202,Forest/Grove,0.264,91.4,0.9,12.4
LC04224,19.884221,74.491753,Wetland,0.282,13.8,33.8,11.2
LC04225,19.847566,74.375201,Agricultural Land,0.734,5.4,3.7,7.9
LC04226,19.917305,74.45281,Water Body,0.36,8.5,78.9,5.5
LC04227,19.817626,74.448547,Agricultural Land,0.339,14.5,4.1,2.8
LC04228,19.867949,74.593673,Agricultural Land,0.703,5.0,6.6,6.6
LC04229,19.938403,74.384944,Wetland,0.812,8.3,35.8,9.0
LC04230,19.892556,74.53114,Agricultural Land,0.291,4.6,4.3,11.1
LC04231,19.807425,74.573765,Agricultural Land,0.408,19.5,1.5,11.7
LC04232,19.864413,74.351867,Barren/Fallow,0.553,13.5,1.0,0.8
LC04233,19.878297,74.420577,Agricultural Land,0.807,10.8,6.0,7.5
LC04234,19.905616,74.427687,Wetland,0.855,16.5,34.6,6.5
LC04235,19.89396,74.373223,Agricultural Land,0.103,16.2,2.1,9.7
LC04236,19.900442,74.494641,Water Body,0.816,5.0,78.1,7.1
LC04237,19.868057,74.350462,Urban/Built-up,0.217,2.4,1.7,87.5
LC04238,19.921585,74.515227,Water Body,0.38,11.2,81.8,7.9
LC04239,19.852437,74.387072,Forest/Grove,0.175,40.1,0.0,3.1
LC04240,19.880232,74.56937,Barren/Fallow,0.581,1.1,7.5,7.6
LC04241,19.920582,74.393121,Barren/Fallow,0.645,3.1,4.3,4.3
LC04242,19.881801,74.546096,Agricultural Land,0.433,14.3,6.5,1.7
LC04243,19.918277,74.418474,Agricultural Land,0.311,12.2,6.9,12.6
LC04244,19.92564,74.499001,Forest/Grove,0.207,53.6,5.5,3.3
LC04245,19.923338,74.452207,Barren/Fallow,0.598,5.0,0.3,12.9
LC04246,19.852472,74.412669,Agricultural Land,0.769,1.0,1.3,6.6
LC04247,19.855055,74.490605,Wetland,0.503,9.2,59.2,10.3
LC04248,19.862392,74.591527,Barren/Fallow,0.786,8.3,0.5,13.8
LC04249,19.872927,74.486204,Agricultural Land,0.547,12.9,5.4,12.0
LC04250,19.82385,74.527934,Urban/Built-up,0.38,6.2,7.3,81.7
LC04251,19.915369,74.481876,Barren/Fallow,0.955,18.8,2.0,1.0
LC04252,19.831928,74.463425,Barren/Fallow,0.456,5.5,4.1,8.8
LC04253,19.925717,74.393887,Urban/Built-up,0.683,17.9,6.6,51.1
LC04254,19.833775,74.410166,Grassland,0.728,6.9,6.1,9.5
LC04255,19.840134,74.420199,Grassland,0.693,12.3,6.8,13.0
LC04256,19.823054,74.422645,Wetland,0.592,0.8,38.6,14.2
LC04257,19.928448,74.521805,Grassland,0.432,0.4,4.5,9.8
LC04258,19.829484,74.515771,Agricultural Land,0.39,15.0,5.7,5.2
LC04259,19.909466,74.513321,Water Body,0.698,4.2,77.2,5.9
LC04260,19.8493,74.519803,Wetland,0.379,2.3,47.1,8.4
LC04261,19.887736,74.536934,Agricultural Land,0.09,4.1,2.2,10.9
LC04262,19.820417,74.398593,Wetland,0.055,0.6,47.7,8.1
LC04263,19.944982,74.49009,Barren/Fallow,0.509,10.7,3.1,8.9
LC04264,19.831147,74.461192,Forest/Grove,0.72,86.0,1.1,9.3
LC04265,19.90583,74.443077,Agricultural Land,0.281,9.6,0.4,6.2
LC04266,19.890085,74.423458,Urban/Built-up,0.244,14.1,7.0,92.6
LC04267,19.842412,74.511474,Agricultural Land,0.422,17.2,0.6,8.2
LC04268,19.884077,74.521915,Agricultural Land,0.282,2.4,6.2,3.4
LC04269,19.865275,74.580819,Barren/Fallow,0.416,13.8,3.4,14.8
LC04270,19.925866,74.460807,Agricultural Land,0.577,8.2,3.9,1.4
LC04271,19.943548,74.580871,Urban/Built-up,0.824,7.0,1.7,85.5
LC04272,19.873473,74.419656,Agricultural Land,0.564,2.1,5.5,4.5
LC04273,19.863929,74.500425,Agricultural Land,0.345,11.4,2.2,5.4
LC04274,19.825556,74.546219,Agricultural Land,0.835,13.1,3.7,9.4
LC04275,19.926418,74.412813,Barren/Fallow,0.953,18.6,5.4,3.5
LC04276,19.877346,74.567182,Water Body,0.86,3.8,61.6,0.9
LC04277,19.882631,74.455425,Forest/Grove,0.414,40.7,6.8,7.7
LC04278,19.867916,74.378998,Agricultural Land,0.608,7.7,7.4,8.7
LC04279,19.882787,74.475611,Agricultural Land,0.659,6.2,1.0,12.7
LC04280,19.903381,74.412203,Barren/Fallow,0.171,19.5,1.9,13.5
LC04281,19.915154,74.438436,Forest/Grove,0.81,48.6,5.8,11.8
LC04282,19.94322,74.546667,Wetland,0.836,9.6,46.8,3.7
LC04283,19.908612,74.454531,Wetland,0.369,17.1,37.3,7.0
LC04284,19.946341,74.366658,Barren/Fallow,0.511,4.8,5.5,7.7
LC04285,19.839836,74.537561,Agricultural Land,0.891,4.5,3.6,5.4
LC04286,19.873592,74.477946,Grassland,0.392,13.7,0.9,0.7
LC04287,19.911116,74.520937,Agricultural Land,0.269,15.8,5.8,7.3
LC04288,19.878384,74.595148,Agricultural Land,0.9,12.5,0.8,10.8
LC04289,19.839364,74.52373,Agricultural Land,0.727,15.4,7.5,9.9
LC04290,19.88566,74.380337,Agricultural Land,0.786,17.3,5.2,3.8
LC04291,19.855874,74.506626,Agricultural Land,0.85,9.9,3.7,7.8
LC04292,19.861448,74.382801,Agricultural Land,0.727,2.2,7.3,13.9
LC04293,19.904056,74.444635,Agricultural Land,0.516,12.7,3.3,2.3
LC04294,19.874419,74.400974,Agricultural Land,0.12,6.2,2.8,10.7
LC04295,19.927816,74.412391,Forest/Grove,0.654,62.7,4.8,14.2
LC04296,19.812062,74.459059,Agricultural Land,0.234,5.2,3.3,3.8
LC04297,19.865404,74.558011,Barren/Fallow,0.303,16.5,6.5,3.3
LC04298,19.852168,74.554935,Agricultural Land,0.794,4.2,2.2,14.9
LC04299,19.885751,74.534129,Agricultural Land,0.491,19.8,1.6,7.6
LC04300,19.86571,74.516801,Barren/Fallow,0.561,18.6,5.6,8.7
LC04301,19.846295,74.352509,Agricultural Land,0.621,4.1,1.4,3.4
LC04302,19.911674,74.443569,Agricultural Land,0.511,13.8,3.0,10.7
LC04303,19.88054,74.475021,Grassland,0.676,15.9,4.4,8.5
LC04304,19.806057,74.498515,Urban/Built-up,0.473,9.6,3.2,85.5
LC04305,19.944375,74.372104,Forest/Grove,0.479,71.6,1.6,2.0
LC04306,19.90823,74.458542,Urban/Built-up,0.226,18.5,7.3,67.2
LC04307,19.854764,74.540198,Forest/Grove,0.627,59.5,1.1,11.5
LC04308,19.800634,74.565892,Grassland,0.422,4.2,7.5,7.5
LC04309,19.801331,74.565302,Forest/Grove,0.065,90.4,4.6,14.5
LC04310,19.862853,74.588749,Urban/Built-up,0.881,9.7,5.8,67.1
LC04311,19.816574,74.571836,Water Body,0.248,15.6,67.4,11.8
LC04312,19.923524,74.549249,Wetland,0.142,2.6,37.2,1.8
LC04313,19.802597,74.587103,Grassland,0.811,9.1,2.5,1.4
LC04314,19.902046,74.364542,Agricultural Land,0.944,18.6,2.8,1.8
LC04315,19.815661,74.526731,Agricultural Land,0.357,3.9,0.5,3.8
LC04316,19.842838,74.524595,Forest/Grove,0.412,64.4,7.8,12.3
LC04317,19.853474,74.404652,Wetland,0.337,8.3,37.9,14.5
LC04318,19.888391,74.535647,Urban/Built-up,0.605,15.9,0.5,55.4
LC04319,19.816778,74.515566,Agricultural Land,0.371,4.3,7.0,2.5
LC04320,19.948914,74.367948,Agricultural Land,0.479,2.9,4.3,1.9
LC04321,19.880151,74.465758,Agricultural Land,0.539,3.3,4.3,12.3
LC04322,19.846507,74.556803,Agricultural Land,0.618,8.6,3.3,15.0
LC04323,19.913251,74.407913,Agricultural Land,0.668,16.7,5.8,14.4
LC04324,19.804054,74.54776,Agricultural Land,0.618,12.1,7.9,0.3
LC04325,19.867623,74.419969,Agricultural Land,0.468,5.9,3.7,0.7
LC04326,19.91236,74.440972,Forest/Grove,0.8,59.3,4.6,1.0
LC04327,19.881779,74.520294,Water Body,0.739,0.4,62.1,14.1
LC04328,19.824782,74.353585,Agricultural Land,0.484,15.6,3.2,14.9
LC04329,19.882605,74.431019,Agricultural Land,0.454,19.4,2.7,6.4
LC04330,19.93563,74.492584,Agricultural Land,0.337,0.7,0.8,9.7
LC04331,19.897804,74.403312,Agricultural Land,0.749,5.0,0.8,12.0
LC04332,19.820199,74.594957,Grassland,0.82,4.7,7.3,12.8
LC04333,19.926543,74.396888,Agricultural Land,0.509,15.9,6.3,11.9
LC04334,19.840745,74.564721,Agricultural Land,0.434,4.4,6.6,13.5
LC04335,19.820728,74.515247,Agricultural Land,0.485,6.5,7.0,11.5
LC04336,19.943617,74.556257,Agricultural Land,0.308,4.2,7.3,2.8
LC04337,19.904975,74.362072,Barren/Fallow,0.524,1.6,3.8,8.2
LC04338,19.897972,74.356239,Urban/Built-up,0.402,1.7,3.3,72.6
LC04339,19.883267,74.351026,Agricultural Land,0.433,4.8,3.2,12.0
LC04340,19.891153,74.361967,Forest/Grove,0.171,44.6,2.3,10.4
LC04341,19.910794,74.421692,Grassland,0.024,12.3,1.3,12.3
LC04342,19.886062,74.423326,Forest/Grove,0.19,89.8,7.1,11.8
LC04343,19.833446,74.382123,Wetland,0.586,7.3,54.3,12.1
LC04344,19.873465,74.407547,Agricultural Land,0.953,15.8,2.4,1.5
LC04345,19.908981,74.596608,Agricultural Land,0.199,19.1,6.1,12.7
LC04346,19.921882,74.591741,Forest/Grove,0.542,69.6,1.7,14.6
LC04347,19.946913,74.513574,Agricultural Land,0.356,17.7,7.8,4.9
LC04348,19.81324,74.462825,Wetland,0.221,2.3,30.0,0.2
LC04349,19.854921,74.577214,Barren/Fallow,0.931,1.0,6.8,4.6
LC04350,19.90882,74.376805,Agricultural Land,0.798,6.3,0.7,7.6
LC04351,19.902691,74.408645,Agricultural Land,0.409,4.8,1.4,7.7
LC04352,19.927462,74.478591,Agricultural Land,0.353,12.1,1.1,14.6
LC04353,19.893693,74.534631,Grassland,0.399,11.0,7.7,5.6
LC04354,19.933065,74.460357,Agricultural Land,0.313,8.0,0.0,1.4
LC04355,19.938482,74.468366,Grassland,0.374,12.7,0.7,13.3
LC04356,19.896956,74.470726,Grassland,0.759,8.4,2.1,5.3
LC04357,19.892218,74.500213,Barren/Fallow,0.26,4.8,5.0,12.4
LC04358,19.819075,74.514451,Grassland,0.671,17.2,1.7,0.2
LC04359,19.855727,74.500541,Agricultural Land,0.159,15.1,6.3,5.3
LC04360,19.809867,74.481526,Barren/Fallow,0.215,3.2,2.1,14.5
LC04361,19.930758,74.587845,Forest/Grove,0.725,83.6,4.9,11.1
LC04362,19.941245,74.377187,Grassland,0.739,3.8,5.3,8.2
LC04363,19.804412,74.385983,Agricultural Land,0.551,13.6,1.5,4.3
LC04364,19.90438,74.592548,Agricultural Land,0.669,17.8,4.9,12.3
LC04365,19.889586,74.47029,Agricultural Land,0.398,1.0,7.5,11.2
LC04366,19.835203,74.393234,Agricultural Land,0.378,19.1,0.3,13.4
LC04367,19.841668,74.447905,Agricultural Land,0.177,10.4,1.0,4.7
LC04368,19.939618,74.511663,Water Body,0.44,2.7,72.8,0.3
LC04369,19.91555,74.380395,Agricultural Land,0.347,9.0,7.6,6.2
LC04370,19.882812,74.474349,Agricultural Land,0.819,11.3,7.7,9.4
LC04371,19.849355,74.376952,Agricultural Land,0.752,5.6,1.8,1.6
LC04372,19.850404,74.418463,Agricultural Land,0.629,14.0,7.0,1.3
LC04373,19.8649,74.464426,Barren/Fallow,0.849,4.2,1.8,6.8
LC04374,19.835438,74.505207,Barren/Fallow,0.563,12.5,7.6,4.6
LC04375,19.902934,74.461271,Agricultural Land,0.638,12.4,1.8,1.0
LC04376,19.871503,74.511789,Agricultural Land,0.575,16.2,1.7,1.6
LC04377,19.838309,74.442757,Agricultural Land,0.584,9.5,0.3,8.0
LC04378,19.832075,74.576544,Agricultural Land,0.414,15.7,5.9,10.3
LC04379,19.803801,74.413853,Grassland,0.225,2.7,1.6,13.7
LC04380,19.948985,74.555947,Wetland,0.624,8.2,21.3,9.2
LC04381,19.832633,74.400109,Grassland,0.705,6.0,4.3,12.0
LC04382,19.912119,74.494563,Agricultural Land,0.63,12.9,2.5,14.7
LC04383,19.930017,74.416845,Wetland,0.309,10.2,37.4,2.1
LC04384,19.805588,74.589917,Barren/Fallow,0.872,14.6,1.1,9.7
LC04385,19.86328,74.360545,Agricultural Land,0.265,5.5,4.1,1.5
LC04386,19.8459,74.374788,Urban/Built-up,0.213,13.1,6.5,98.7
LC04387,19.898185,74.491599,Barren/Fallow,0.684,4.9,7.9,13.8
LC04388,19.89912,74.397995,Forest/Grove,0.769,87.0,1.5,2.9
LC04389,19.849064,74.475469,Agricultural Land,0.208,5.7,2.6,3.9
LC04390,19.888824,74.373493,Forest/Grove,0.361,89.5,1.4,7.9
LC04391,19.896655,74.517562,Agricultural Land,0.169,10.4,7.1,7.7
LC04392,19.808211,74.500566,Urban/Built-up,0.476,17.7,1.7,79.3
LC04393,19.930287,74.398524,Water Body,0.373,9.3,82.3,12.3
LC04394,19.804341,74.513388,Wetland,0.408,6.2,58.3,14.1
LC04395,19.868803,74.550078,Grassland,0.274,17.7,5.7,3.0
LC04396,19.819323,74.430224,Forest/Grove,0.153,53.1,5.7,11.9
LC04397,19.888604,74.45674,Grassland,0.878,6.0,7.1,5.1
LC04398,19.937637,74.589706,Urban/Built-up,0.385,0.2,4.2,65.9
LC04399,19.92152,74.441339,Barren/Fallow,0.39,4.7,5.6,7.6
LC04400,19.855748,74.377696,Agricultural Land,0.573,2.0,2.6,10.4
LC04401,19.814214,74.378203,Barren/Fallow,0.405,19.0,7.5,1.7
LC04402,19.902056,74.595177,Grassland,0.459,2.0,3.3,9.3
LC04403,19.852701,74.353072,Water Body,0.299,15.7,98.2,13.7
LC04404,19.909791,74.554468,Agricultural Land,0.558,16.9,5.1,12.3
LC04405,19.863348,74.40661,Agricultural Land,0.329,10.4,6.2,11.2
LC04406,19.853723,74.441825,Forest/Grove,0.672,67.9,2.9,10.9
LC04407,19.829143,74.537081,Agricultural Land,0.897,3.8,6.8,3.0
LC04408,19.828629,74.585862,Barren/Fallow,0.838,12.6,1.1,4.0
LC04409,19.914354,74.519571,Agricultural Land,0.418,4.3,0.4,1.8
LC04410,19.831419,74.441295,Agricultural Land,0.972,7.2,1.0,13.9
LC04411,19.810221,74.449487,Urban/Built-up,0.817,7.8,0.2,98.3
LC04412,19.845974,74.532342,Agricultural Land,0.459,15.2,3.4,7.6
LC04413,19.857111,74.465192,Water Body,0.189,4.9,82.5,10.8
LC04414,19.90443,74.350657,Grassland,0.469,13.5,2.7,1.9
LC04415,19.892924,74.469856,Agricultural Land,0.121,17.2,0.1,13.3
LC04416,19.820386,74.460834,Urban/Built-up,0.211,8.6,1.9,59.6
LC04417,19.878525,74.581106,Urban/Built-up,0.371,14.5,0.6,70.6
LC04418,19.945911,74.492849,Water Body,0.206,14.9,67.1,5.2
LC04419,19.861712,74.443214,Agricultural Land,0.766,5.2,4.6,10.1
LC04420,19.873171,74.380044,Forest/Grove,0.579,60.2,7.2,10.5
LC04421,19.837671,74.573391,Grassland,0.573,13.3,5.2,6.4
LC04422,19.920026,74.358989,Urban/Built-up,0.3,9.8,2.5,83.4
LC04423,19.867942,74.565313,Forest/Grove,0.722,90.3,1.3,14.1
LC04424,19.8572,74.549989,Agricultural Land,0.29,8.5,4.6,3.0
LC04425,19.844765,74.436731,Agricultural Land,0.69,15.0,6.7,2.8
LC04426,19.88212,74.390734,Agricultural Land,0.368,11.1,0.8,1.9
LC04427,19.922011,74.556508,Grassland,0.711,13.5,6.2,10.6
LC04428,19.890465,74.433076,Barren/Fallow,0.556,16.0,3.3,14.2
LC04429,19.905803,74.439194,Agricultural Land,0.425,4.1,3.8,12.7
LC04430,19.847348,74.363223,Forest/Grove,0.465,86.2,1.3,4.8
LC04431,19.876916,74.547399,Agricultural Land,0.356,12.0,0.4,0.3
LC04432,19.84813,74.398962,Agricultural Land,0.321,16.2,2.9,14.6
LC04433,19.885365,74.471088,Agricultural Land,0.422,9.7,3.1,9.5
LC04434,19.872369,74.363206,Urban/Built-up,0.323,11.9,6.1,75.3
LC04435,19.819745,74.593899,Agricultural Land,0.269,9.1,2.3,7.7
LC04436,19.817527,74.376548,Wetland,0.683,14.4,37.7,7.7
LC04437,19.891775,74.39976,Agricultural Land,0.774,9.9,6.2,9.4
LC04438,19.849709,74.429916,Urban/Built-up,0.553,9.1,2.7,84.9
LC04439,19.802925,74.589386,Grassland,0.453,13.4,5.8,5.8
LC04440,19.847711,74.533039,Agricultural Land,0.449,8.5,7.8,11.1
LC04441,19.905584,74.407453,Urban/Built-up,0.443,3.6,7.1,90.4
LC04442,19.861157,74.498724,Urban/Built-up,0.391,16.0,4.9,80.4
LC04443,19.926583,74.507363,Forest/Grove,0.268,51.9,2.3,13.7
LC04444,19.865823,74.57284,Agricultural Land,0.136,0.7,0.3,5.4
LC04445,19.939527,74.438255,Forest/Grove,0.673,82.9,4.7,9.5
LC04446,19.830441,74.472756,Grassland,0.563,6.7,2.6,2.4
LC04447,19.906085,74.521699,Agricultural Land,0.328,8.6,0.9,8.6
LC04448,19.825715,74.40826,Agricultural Land,0.809,3.6,5.6,3.5
LC04449,19.849692,74.54052,Agricultural Land,0.15,10.2,7.7,5.0
LC04450,19.806416,74.494318,Urban/Built-up,0.265,9.2,2.3,80.9
LC04451,19.917475,74.539536,Forest/Grove,0.848,76.2,5.7,2.0
LC04452,19.936935,74.579581,Urban/Built-up,0.453,13.2,5.3,52.7
LC04453,19.831535,74.47067,Barren/Fallow,0.273,4.7,5.6,14.1
LC04454,19.920786,74.594627,Urban/Built-up,0.465,13.3,0.2,50.6
LC04455,19.817505,74.493359,Wetland,0.276,8.9,48.6,2.9
LC04456,19.949162,74.427494,Agricultural Land,0.773,19.6,1.7,12.9
LC04457,19.895756,74.38478,Forest/Grove,0.704,81.8,5.6,2.9
LC04458,19.802793,74.558597,Grassland,0.207,3.7,6.7,6.7
LC04459,19.848147,74.45959,Barren/Fallow,0.708,7.6,5.2,8.0
LC04460,19.940699,74.355862,Agricultural Land,0.4,13.9,1.9,3.8
LC04461,19.937551,74.430136,Agricultural Land,0.561,14.3,3.6,11.2
LC04462,19.941857,74.482517,Agricultural Land,0.405,3.5,3.5,8.0
LC04463,19.904437,74.3666,Agricultural Land,0.551,6.6,1.5,4.1
LC04464,19.817783,74.45294,Agricultural Land,0.51,13.1,1.2,3.6
LC04465,19.948507,74.459541,Forest/Grove,0.415,63.1,2.5,10.0
LC04466,19.940836,74.533288,Wetland,0.701,12.9,44.9,7.5
LC04467,19.914152,74.374946,Barren/Fallow,0.954,10.6,7.9,8.7
LC04468,19.858897,74.597116,Urban/Built-up,0.335,9.6,2.0,73.0
LC04469,19.834653,74.581613,Urban/Built-up,0.681,16.5,1.3,50.0
LC04470,19.901913,74.418394,Agricultural Land,0.654,19.1,1.2,2.5
LC04471,19.906548,74.521518,Agricultural Land,0.089,18.3,7.5,3.8
LC04472,19.868725,74.354503,Agricultural Land,0.426,10.2,2.8,2.9
LC04473,19.877098,74.353973,Wetland,0.302,8.3,42.0,13.9
LC04474,19.87005,74.578022,Water Body,0.314,20.0,84.4,1.3
LC04475,19.857175,74.584709,Forest/Grove,0.793,46.2,6.5,11.8
LC04476,19.874962,74.410702,Grassland,0.713,12.8,2.3,9.4
LC04477,19.947147,74.351731,Barren/Fallow,0.39,6.3,4.0,8.5
LC04478,19.893469,74.478174,Agricultural Land,0.646,9.7,5.5,1.9
LC04479,19.837631,74.558662,Agricultural Land,0.828,2.5,3.2,11.3
LC04480,19.891073,74.507708,Water Body,0.342,1.1,70.6,7.6
LC04481,19.945726,74.565927,Agricultural Land,0.41,3.0,4.1,7.1
